店名: 凤岭, 地址: 民族大道186号琅东客运站一层, 省市: 广西, 南宁市
店名: 明秀, 地址: 明秀西路122号城碧园公寓首层, 省市: 广西, 南宁市
店名: 五象, 地址: 五象广场负一层, 省市: 广西, 南宁市
店名: 新朝阳, 地址: 朝阳路新朝阳商业广场1.2楼, 省市: 广西, 南宁市
店名: 新民, 地址: 七星路王府井百货一层, 省市: 广西, 南宁市
店名: 北湖, 地址: 北湖南路南棉街南城百货一层肯德基, 省市: 广西, 南宁市
店名: 航洋, 地址: 民族大道131号航洋国际购物中心一、二层, 省市: 广西, 南宁市
店名: 大沙田, 地址: 五象大道1号鑫利华大厦一层, 省市: 广西, 南宁市
店名: 新阳, 地址: 新阳路286号阳光康城一层, 省市: 广西, 南宁市
店名: 淡村, 地址: 五一路淡村商贸城南城百货一二楼, 省市: 广西, 南宁市
店名: 望园, 地址: 东葛路82号永凯现代城侧门一层, 省市: 广西, 南宁市
店名: 古城, 地址: 民族大道民族宫立体停车场一至三层, 省市: 广西, 南宁市
店名: 桃源路, 地址: 教育路22号南湖御景大厦商业裙楼1-2层, 省市: 广西, 南宁市
店名: 南宁万象城, 地址: 民族大道136号南宁华润中心万象城B133号商铺, 省市: 广西, 南宁市
店名: 秀灵, 地址: 秀灵路东四里1号天域香格里拉一层, 省市: 广西, 南宁市
店名: 盛天地, 地址: 中越路8号盛天华府B10号楼一层02号、03号、06号商铺, 省市: 广西, 南宁市
店名: 长湖, 地址: 长湖路富安居（国际）家居广场停车场入口独立两层小楼, 省市: 广西, 南宁市
店名: 西南商都, 地址: 朝阳路29号西南商都二、三层, 省市: 广西, 南宁市
店名: 横县, 地址: 横州镇宝华中路太阳广场C3栋一层, 省市: 广西, 南宁市
店名: 正恒, 地址: 明秀西路111号正恒国际1楼, 省市: 广西, 南宁市
店名: 南柳餐厅, 地址: 南柳--南宁至柳州方向, 省市: 广西, 南宁市
店名: 柳南餐厅, 地址: 和吉镇岭甲村委莲花村地段的柳州至南宁高速公路宾阳服务区西区一层, 省市: 广西, 南宁市
店名: 青秀万达, 地址: 东葛路118号万达广场一楼1033B号, 省市: 广西, 南宁市
店名: 朝阳甜品站, 地址: 青云街18号百盛购物广场一层, 省市: 广西, 南宁市
店名: 北湖北, 地址: 北湖北路荣和MOCO社区一二层, 省市: 广西, 南宁市
店名: 南宁东站, 地址: 火车东站南广场三楼肯德基, 省市: 广西, 南宁市
店名: 凤岭二, 地址: 民族大道186号埌东客运站出发厅二层, 省市: 广西, 南宁市
店名: 安吉万达, 地址: 高新大道以南、安阳路以西的万达广场一层, 省市: 广西, 南宁市
店名: 南宁华南城DT穿梭餐厅, 地址: 沙井大道56号南宁华南城榕树广场, 省市: 广西, 南宁市
店名: 南宁万象城精选, 地址: 南宁轨道一号线车站站厅直接连通的南宁万象城地铁站地, 省市: 广西, 南宁市
店名: 南宁东到达, 地址: 南宁东站南广场负一层（CZ-04）号包件中的17-01、17-02号商铺及部分通道, 省市: 广西, 南宁市
店名: 时代茗城, 地址: 望州南路90号时代茗城12号楼一层, 省市: 广西, 南宁市
店名: 万达茂, 地址: 良堤路6号, 省市: 广西, 南宁市
店名: 江南万达, 地址: 亭洪路48-1号江南万达广场1号门, 省市: 广西, 南宁市
店名: 南宁地王, 地址: 金湖路59号地王国际商会中心一层, 省市: 广西, 南宁市
店名: 世贸西城, 地址: 大学路98号世贸西城广场B区一层, 省市: 广西, 南宁市
店名: 青秀山, 地址: 凤岭南路6号青秀山风景区北门区附属工程6号楼, 省市: 广西, 南宁市
店名: 江南盛天地, 地址: 壮锦大道27号江南盛天地（盛天领域）1#楼一层, 省市: 广西, 南宁市
店名: 西关, 地址: 西关路2号西关广场北1层, 省市: 广西, 南宁市
店名: 南宁陈东, 地址: 大学路75号陈东商贸城一层, 省市: 广西, 南宁市
店名: 海悦城, 地址: 沙井大道39号南宁国际商业贸易中心（融晟海悦城）C1号楼一层, 省市: 广西, 南宁市
店名: 绿地中央广场0771-8060072, 地址: 东葛路163号绿地中央广场B地块购物中心GF层第 101号、102号商铺, 省市: 广西, 南宁市
店名: 兴宁吾悦, 地址: 金川路7号吾悦广场1号门, 省市: 广西, 南宁市
店名: 那马, 地址: 兰海高速G75那马服务区上行线综合楼一层, 省市: 广西, 南宁市
店名: 南宁东二, 地址: 火车东站北广场三楼肯德基, 省市: 广西, 南宁市
店名: 南宁大唐天城（咨询电话0771-3862860）, 地址: 北湖北路2号的大唐天城购物中心L3-034号商铺, 省市: 广西, 南宁市
店名: 富宁大厦, 地址: 市辖区五一西路1号富宁新兴苑富宁大厦1层, 省市: 广西, 南宁市
店名: 南宁站, 地址: 南宁站站前广场2层A8号商铺, 省市: 广西, 南宁市
店名: 三街两巷, 地址: 民族大道37号三街两巷街区, 省市: 广西, 南宁市
店名: 武鸣餐厅, 地址: 香山大道原食品公司标营地块康和城10#楼一层, 省市: 广西, 南宁市
店名: 埌西地铁, 地址: 青秀区金湖路6号地铁三号线埌西站站内直达空间新南仓商业街内I出口旁, 省市: 广西, 南宁市
店名: 金湖地铁, 地址: 民族大道115号市辖区南宁轨道交通3号线金湖广场站车站站厅直接连通的大型地下商业空间内肯德基B07-B11, 省市: 广西, 南宁市
